Quận/Huyện,Logic,N/A = Yes,Phường,Đường,Đoạn,VT1,VT2,VT3,VT4,Loại đất,
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bùi Văn Hòa,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Phùng Hưng (đường Chất thải rắn cũ),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường nhựa xã Phước Bình giáp ranh thị xã Phú Mỹ,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 763,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 764,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 765,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 766,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Tôn Đức Thắng (Đường tỉnh 25B),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Nguyễn Ái Quốc,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Quách Thị Trang,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Trần Văn Trà,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Hùng Vương,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Trần Phú (319B cũ),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Nguyễn Hữu Cảnh (đường số 2 cũ),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Lê Hồng Phong (đường số 1 cũ),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Nguyễn Văn Cừ,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Trường - Bảo Vinh (Long Khánh),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Duy Tân,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Lê Hồng Phong (đường Xuân Tân - Xuân Định),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bảo Hoà- Long Khánh,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Hồ Thị Hương,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 773 (Hương lộ 10),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 765B (Đường Xuân Định - Lâm San),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường tỉnh 779 (Đường Xuân Đông - Xuân Tâm),,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Hương lộ 10 đi Đường tỉnh 769 đoạn qua xã Sông Nhạn,,170,150,135,120,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bình Hòa - Cây Dương,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Hương lộ 9,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Tân Triều - Thành Đức,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Hương lộ 15,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Hương lộ 7,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Hương lộ 6,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Tân Hiền,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Hiếu Liêm,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 322A,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 322B,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Lý Lịch 2 - Bình Chánh,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường ấp 4 -Cây Cầy,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Hưng Nghĩa (đường Hưng Lộc - Lộ 25),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường ấp Ngô Quyền đến ranh giới huyện Trảng Bom (đường Ngô Quyền - Sông Thao),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 20 (đường Hưng Long - Lộ 25),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Lạc Sơn - Xuân Thiện,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Đông Kim - Xuân Thiện,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường chợ Lê Lợi - Bàu Hàm,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Võ Dõng - Lạc Sơn,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Tây Kim - Thanh Bình,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Võ Dõng 3 - Sóc Lu,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Chu Văn An - Định Quán,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường vào trại heo Phú Sơn (xã Bắc Sơn),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bình Minh - Giang Điền (đường vào khu du lịch Thác Giang Điền),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Sông Thao - Bàu Hàm,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 30 tháng 4 (xã Bàu Hàm),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 19 tháng 5 (xã Bàu Hàm),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Hương lộ 24 (xã Thanh Bình),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,"Đường 3/2 nối dài, từ thị trấn Trảng Bom đến đường vào KDL Thác Giang Điền",,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường vào khu Công nghiệp Giang Điền (từ Trảng Bom - An Viễn đến giáp ranh xã Giang Điền),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Đức Huy - Thanh Bình - Dốc Mơ,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Suối Tre - Bình Lộc,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Tân - Hàng Gòn,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Lập - Bàu Sao (từ bưu điện xã Xuân Lập đến giáp ấp Đồi Rìu xã Hàng Gòn),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Hàng Gòn - Xuân Quế,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Trần Nhân Tông (Bảo Vinh B - Suối Chồn),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Thành Thái (Bảo Vinh B - Ruộng Hời),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Nguyễn Trung Trực (đoạn qua xã Bảo Vinh),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Hàm Nghi (đường Bảo Vinh B),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Suối Chồn - Bàu Cối,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Ngô Quyền,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bảo Vinh - Bảo Quang (tiếp theo đường Ngô Quyền đến giáp ngã ba đường 18 Gia Đình - Bàu Cối),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bảo Quang - Bàu Cối (đường 18 Gia Đình - Bàu Cối cũ),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Ruộng Tre - Xuân Bắc (từ UBND xã Bảo Quang giáp ranh xã Xuân Bắc huyện Xuân Lộc),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bảo Quang - Xuân Bắc (từ UBND xã Bảo Quang đến giáp ranh xã Xuân Bắc),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Lê A (đường Cua Heo - Bình Lộc),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường từ UBND xã Bình Lộc đến giáp cầu Ấp 3 (tiếp theo đường Lê A đến hết),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bình Lộc - Tín Nghĩa (từ ngã ba Đài tưởng niệm đến giáp cầu Ba Cao),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bình Lộc - Cây Da (từ đường Lê A đến giáp ranh huyện Xuân Lộc),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường số 1,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Bình - Xuân Lập,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Nguyễn Văn Trỗi,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bàu Sen (tiếp theo đường Nguyễn Văn Trỗi đến giáp UBND xã Bàu Sen),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bàu Sen đi Xuân Lập (từ UBND xã Bàu Sen đến giáp đường Xuân Bình - Xuân Lập),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Suối Tre - Bình Lộc,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Võ Văn Tần (hẻm 1 đường 21 tháng 4),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Điểu Xiển,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bàu Trâm 1,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bàu Trâm - Xuân Thọ,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Võ Duy Dương,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Ruộng Tre - Thọ An (từ đường Bảo Vinh B đến giáp ranh huyện Xuân Lộc),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Định - Lâm San (đường Xuân Bảo đi Đường tỉnh 764),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Sông Nhạn - Dầu Giây,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Nhân Nghĩa - Sông Nhạn,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Đông - Xuân Tây,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Nhân Nghĩa - Xuân Đông,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Chốt Mỹ - Xuân Tây,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Đường - Thừa Đức,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường chợ Xuân Bảo - Xuân Tây,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Tân Mỹ - Nhân Nghĩa,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Thành - Suối Cao - Xuân Bắc,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Trường - Suối Cao,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường vào Chùa Gia Lào,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Mả vôi đi Bưng Cần,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Chiến Thắng đi Nam Hà,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường đồi đá Bảo Hòa đi Long Khánh,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Tâm - Trảng Táo,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Xuân Tâm - Xuân Đông,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bình Tiến - Xuân Phú - Xuân Tây,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Bình Tiến Xuân Phú đi Trung tâm Cai nghiện,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Tà Lú,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường ngã ba cây xăng Trung Tín - ngã ba Nông trường Thọ Vực - ngã ba chế biến,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Thọ Bình đi Thọ Phước,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Thọ Chánh đi Thọ Tân,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Lang Minh - Suối Đá (xã Lang Minh),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Lang Minh - Xuân Tâm (xã Lang Minh),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,"Đường 101 (xã La Ngà, Túc Trưng, Suối Nho)",,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 101 (xã La Ngà),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 104 (xã Phú Ngọc),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 105,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 107 (xã Ngọc Định),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Thanh Sơn (đường nhựa),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Thú y (xã Phú Vinh),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường ngã 4 km 115 (thuộc xã Phú Lợi và Phú Vinh),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường ngã ba Phú Lợi - Phú Hòa (thuộc xã Phú Lợi và Phú Hòa),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 118 (xã Phú Vinh),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 120 (xã Phú Tân),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Gia Canh (xã Gia Canh),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Trà Cổ (đoạn qua xã Phú Hòa),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Đắc Lua,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Tà Lài,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Trà Cổ,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Phú Lập - Nam Cát Tiên,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 600A,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Phú Lâm - Thanh Sơn,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Phú Xuân - Núi Tượng,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường chợ Phú Lộc đi bến đò,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Năm Tấn,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Phù Đổng (xã Phú Lâm),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Phú Lộc - Phú Xuân,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 30/4,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Phú Lộc - Phú Tân,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường 129,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Trần Văn Ơn,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Lý Tự Trọng,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Nguyễn Văn Ký,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Võ Văn Tần (Long Thọ 1),,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Huỳnh Thúc Kháng,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Nguyễn Văn Trị,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Đường Đê Ông Kèo,,165,145,130,110,CÂY LÂU NĂM,1
Thành phố Long Khánh,Phường + Đường + NA,,Bảo Quang,Võ Thị Sáu,,165,145,130,110,CÂY LÂU NĂM,1
